-15.725095, -14.402786, -24, 10, -15, 23, 43, 37, 34, 8, 47, 66, 61, -25, 13, 33, 27, 38, 61, 52, 20, 14, -5
-15.725095, -14.402786, -24, 10, -15, 23, 43, 37, 34, 8, 47, 66, 61, -25, 13, 33, 27, 38, 64, 52, 20, 14, -5
-16.180556, -16.144444, -19, 10, -15, 23, 43, 37, 34, 19, 81, 66, 61, -8, 13, 42, 40, 53, 78, 54, 19, 14, -5
-16.180556, -16.144444, -20, 10, -15, 23, 43, 37, 34, -42, 76, 66, 61, -5, 13, 43, 43, 48, 73, 54, 19, 14, -5
-16.180556, -16.144444, -21, 10, -15, 23, 43, 37, 34, -58, 66, 66, 61, -5, 13, 45, 49, 51, 71, 54, 19, 14, -5
-16.180556, -16.144444, -24, 3, -15, 15, 43, 37, 33, 8, 47, 66, 61, -18, 20, 33, 42, 52, 59, 53, 19, 14, -5
-16.180556, -16.144444, -24, 7, -15, 19, 43, 37, 33, 8, 47, 66, 61, -22, 16, 33, 46, 44, 59, 55, 19, 14, -5
-16.180556, -16.144444, -24, 7, -15, 20, 43, 37, 33, 8, 47, 66, 61, -22, 15, 33, 46, 43, 59, 55, 19, 14, -5
-16.180556, -16.144444, -24, 10, -15, 23, 43, 38, 33, 8, 47, 66, 61, -25, 13, 33, 49, 40, 59, 60, 19, 14, -5
-16.180556, -16.144444, -21, 9, -15, 21, 43, 38, 33, 8, 47, 66, 61, -23, 12, 33, 44, 39, 58, 58, 19, 14, -5
-16.180556, -16.144444, -24, 10, -15, 23, 43, 38, 33, -17, 47, 66, 61, -22, 13, 33, 43, 39, 61, 60, 19, 14, -5
-16.180556, -16.144444, -19, 8, -15, 19, 43, 38, 33, -32, 47, 66, 61, -16, 11, 33, 36, 39, 62, 56, 19, 14, -5
-16.180556, -16.144444, -24, 10, -15, 23, 43, 37, 34, 8, 47, 66, 61, -25, 13, 45, 27, 47, 78, 54, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 23, 43, 37, 33, 8, 47, 66, 61, -25, 13, 42, 40, 53, 78, 61, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 23, 43, 37, 33, 8, 47, 66, 61, -25, 13, 39, 42, 54, 75, 64, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 23, 43, 38, 33, 8, 47, 66, 61, -25, 13, 35, 49, 58, 75, 69, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 8, 47, 66, 61, -25, 13, 33, 49, 58, 69, 72, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 8, 47, 66, 61, -25, 13, 33, 49, 58, 68, 72, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 8, 47, 66, 61, -20, 13, 33, 44, 58, 70, 72, 19, 14, -5
-16.180556, -16.144444, -24, 10, -15, 24, 43, 38, 33, 8, 47, 67, 61, -25, 24, 33, 38, 48, 59, 62, 20, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 5, 47, 66, 61, -14, 14, 33, 28, 39, 58, 53, 20, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 6, 47, 66, 61, -16, 14, 33, 28, 39, 58, 53, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 7, 47, 66, 61, -15, 14, 33, 28, 39, 58, 53, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 6, 47, 66, 61, -25, 14, 33, 28, 39, 58, 53, 19, 14, -5
-16.180556, -16.144444, -23, 10, -15, 24, 43, 38, 33, 8, 47, 66, 61, -25, 14, 33, 28, 39, 58, 53, 20, 14, -5
-16.180556, -16.144444, -23, 10, -15, 18, 43, 38, 33, 7, 47, 66, 61, -20, 14, 33, 28, 39, 58, 53, 17, 14, -5
-16.180556, -16.144444, -23, 10, -15, 18, 43, 38, 33, 7, 47, 66, 61, -19, 14, 33, 28, 39, 58, 53, 17, 14, -5
-16.180556, -16.144444, -23, 10, -15, 14, 43, 38, 33, 6, 47, 66, 61, -16, 14, 33, 28, 39, 58, 53, 15, 14, -5
-16.180556, -16.144444, -26, 21, -9, 3, 20, 18, 47, 17, 29, 46, 44, -43, -18, -1, -3, 144, 29, 27, 16, 14, -2
-16.180556, -16.144444, -26, 21, -9, 3, 20, 18, 47, 17, 29, 46, 44, -43, -18, -1, -3, 144, 29, 27, 16, 14, -2
-16.180556, -16.144444, -26, 21, -9, 3, 20, 18, 47, 17, 29, 46, 44, -43, -18, -1, -3, 144, 29, 27, 16, 14, -2
-16.180556, -16.144444, -25, 21, -8, 3, 19, 18, 47, 15, 36, 45, 51, -38, -18, 0, 0, 125, 31, 26, 16, 14, -1
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 34, 6, 46, 66, 60, -11, 13, 32, 27, 38, 57, 52, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 34, 7, 46, 66, 79, -8, 13, 32, 27, 38, 57, 52, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 34, 8, 46, 66, 73, -11, 13, 32, 27, 38, 57, 52, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 34, 8, 46, 66, 71, -9, 13, 32, 27, 38, 57, 55, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 31, 15, 46, 66, 73, -11, 13, 32, 27, 38, 59, 58, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 28, 22, 47, 66, 61, -15, 13, 32, 27, 38, 59, 63, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 42, 37, 26, 27, 47, 66, 61, -15, 13, 32, 27, 38, 60, 67, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 43, 37, 23, 36, 47, 66, 61, -16, 13, 32, 27, 38, 62, 71, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 43, 37, 84, 65, 47, 66, 61, -9, 13, 32, 27, 47, 58, 71, 19, 14, -5
-15.972222, -16.144444, -23, 10, -15, 23, 43, 37, 84, 65, 47, 66, 61, -9, 13, 32, 27, 47, 58, 71, 19, 14, -5
-15.972222, -16.144444, -24, 10, -15, 23, 43, 37, 34, 13, 47, 66, 61, -5, 13, 33, 27, 47, 58, 71, 20, 14, -5
-15.972222, -16.144444, -24, 10, -15, 23, 43, 37, 34, 8, 47, 66, 61, -5, 13, 33, 27, 44, 58, 71, 20, 14, -5
-15.972222, -16.144444, -24, 10, -15, 23, 43, 37, 34, 22, 47, 66, 61, -5, 13, 33, 27, 42, 58, 71, 20, 14, -5
-15.972222, -16.144444, -24, 10, -15, 23, 43, 37, 34, 42, 47, 66, 61, -5, 13, 33, 27, 38, 58, 71, 20, 14, -5
-15.972222, -16.144444, -24, 10, -15, 23, 43, 37, 34, 39, 47, 66, 61, -5, 13, 33, 27, 38, 58, 71, 20, 14, -5
-15.972222, -16.144444, -24, 10, -15, 23, 43, 37, 34, 38, 47, 66, 61, -5, 13, 32, 27, 38, 58, 71, 20, 14, -5
-15.972222, -16.144444, -24, 10, -18, 23, 43, 37, 34, 27, 47, 66, 61, -5, 13, 32, 27, 38, 58, 71, 20, 14, -5
-10.902778, -4.836111, -7, 21, -48, 90, -37, 68, 68, 25, 80, 123, 89, -80, 89, 172, 148, 75, 30, 52, 22, -1, -11
1.527778, 5.194444, 12, 15, 18, 63, 96, 119, -8, -12, 117, 115, 76, 2, 175, 172, 163, 165, 164, 154, -1, -12, -7
1.527778, 5.194444, 12, 15, 18, 63, 96, 119, -8, -12, 117, 115, 76, 2, 175, 172, 163, 165, 164, 154, -1, -12, -7
-6.805556, -2.855556, -11, -3, -31, 64, 81, 79, 5, -45, 76, 92, 84, -11, 69, 86, 98, 95, 97, 89, 17, 8, -8
-6.805556, -2.855556, -11, 36, -31, 64, 81, 86, 4, -45, 76, 92, 84, -11, 69, 86, 98, 90, 102, 94, 17, 8, -8
